x-axis,1,2
second,Volt,Volt
-22.4000E-06,-96.4462832E-03,-53.5505116E-03
-22.3000E-06,+18.4137300E-03,-42.7536698E-03
-22.2000E-06,+6.9277287E-03,-53.5505116E-03
-22.1000E-06,-130.9042871E-03,-75.1441951E-03
-22.0000E-06,-50.5022779E-03,-53.5505116E-03
-21.9000E-06,-96.4462832E-03,-53.5505116E-03
-21.8000E-06,-50.5022779E-03,-53.5505116E-03
-21.7000E-06,-84.9602818E-03,-53.5505116E-03
-21.6000E-06,-50.5022779E-03,-107.5347204E-03
-21.5000E-06,-50.5022779E-03,-75.1441951E-03
-21.4000E-06,-50.5022779E-03,-107.5347204E-03
-21.3000E-06,-50.5022779E-03,-53.5505116E-03
-21.2000E-06,-84.9602818E-03,-53.5505116E-03
-21.1000E-06,-130.9042871E-03,-53.5505116E-03
-21.0000E-06,-50.5022779E-03,-53.5505116E-03
-20.9000E-06,-119.4182858E-03,-64.3473534E-03
-20.8000E-06,-73.4742805E-03,-53.5505116E-03
-20.7000E-06,-130.9042871E-03,-129.1284040E-03
-20.6000E-06,-61.9882792E-03,-53.5505116E-03
-20.5000E-06,-84.9602818E-03,-53.5505116E-03
-20.4000E-06,-211.3062963E-03,-53.5505116E-03
-20.3000E-06,-84.9602818E-03,-53.5505116E-03
-20.2000E-06,-50.5022779E-03,-42.7536698E-03
-20.1000E-06,-50.5022779E-03,-53.5505116E-03
-20.0000E-06,-50.5022779E-03,-53.5505116E-03
-19.9000E-06,-61.9882792E-03,-53.5505116E-03
-19.8000E-06,-96.4462832E-03,-53.5505116E-03
-19.7000E-06,-130.9042871E-03,+22.0273808E-03
-19.6000E-06,-50.5022779E-03,-96.7378787E-03
-19.5000E-06,+18.4137300E-03,+86.8084314E-03
-19.4000E-06,-50.5022779E-03,-75.1441951E-03
-19.3000E-06,-107.9322845E-03,-75.1441951E-03
-19.2000E-06,-50.5022779E-03,-53.5505116E-03
-19.1000E-06,-50.5022779E-03,-85.9410369E-03
-19.0000E-06,-130.9042871E-03,-53.5505116E-03
-18.9000E-06,-130.9042871E-03,-53.5505116E-03
-18.8000E-06,+18.4137300E-03,-129.1284040E-03
-18.7000E-06,-84.9602818E-03,-53.5505116E-03
-18.6000E-06,-27.5302753E-03,+433.6972E-06
-18.5000E-06,-61.9882792E-03,-53.5505116E-03
-18.4000E-06,-61.9882792E-03,-53.5505116E-03
-18.3000E-06,-50.5022779E-03,-53.5505116E-03
-18.2000E-06,-96.4462832E-03,-85.9410369E-03
-18.1000E-06,-130.9042871E-03,+11.2305390E-03
