x-axis,Canal,Canal
second,1,2
-1.27500E-06,-50.50227791E-03,+6.61431439E-03
-1.25000E-06,-50.50227791E-03,-15.09422809E-03
-1.22500E-06,-50.50227791E-03,-31.37563495E-03
-1.20000E-06,-50.50227791E-03,-9.66709247E-03
-1.17500E-06,-50.50227791E-03,-15.09422809E-03
-1.15000E-06,-110.80378479E-03,-15.09422809E-03
-1.12500E-06,-50.50227791E-03,+6.61431439E-03
-1.10000E-06,-50.50227791E-03,-15.09422809E-03
-1.07500E-06,-50.50227791E-03,+1.18717877E-03
-1.05000E-06,-50.50227791E-03,-15.09422809E-03
-1.02500E-06,-50.50227791E-03,-15.09422809E-03
-1.00000E-06,-110.80378479E-03,-15.09422809E-03
-975.00E-09,-130.90428710E-03,-15.09422809E-03
-950.00E-09,-50.50227791E-03,-15.09422809E-03
-925.00E-09,+29.89973128E-03,-15.09422809E-03
-900.00E-09,-130.90428710E-03,-15.09422809E-03
-875.00E-09,-70.60278022E-03,-15.09422809E-03
-850.00E-09,-70.60278022E-03,-15.09422809E-03
-825.00E-09,-50.50227791E-03,-15.09422809E-03
-800.00E-09,-130.90428710E-03,-15.09422809E-03
-775.00E-09,-130.90428710E-03,-15.09422809E-03
-750.00E-09,-130.90428710E-03,-9.66709247E-03
-725.00E-09,-130.90428710E-03,-15.09422809E-03
-700.00E-09,+29.89973128E-03,-15.09422809E-03
-675.00E-09,-130.90428710E-03,-15.09422809E-03
-650.00E-09,-50.50227791E-03,-15.09422809E-03
-625.00E-09,-50.50227791E-03,-15.09422809E-03
-600.00E-09,-50.50227791E-03,-15.09422809E-03
-575.00E-09,-50.50227791E-03,-15.09422809E-03
-550.00E-09,-50.50227791E-03,-15.09422809E-03
-525.00E-09,-50.50227791E-03,+1.18717877E-03
-500.00E-09,-50.50227791E-03,-15.09422809E-03
-475.00E-09,-50.50227791E-03,-15.09422809E-03
-450.00E-09,-50.50227791E-03,-15.09422809E-03
-425.00E-09,-50.50227791E-03,-15.09422809E-03
-400.00E-09,-70.60278022E-03,-15.09422809E-03
-375.00E-09,-50.50227791E-03,-15.09422809E-03
-350.00E-09,-50.50227791E-03,-15.09422809E-03
-325.00E-09,-130.90428710E-03,-15.09422809E-03
-300.00E-09,+29.89973128E-03,-15.09422809E-03
-275.00E-09,-50.50227791E-03,-15.09422809E-03
-250.00E-09,-50.50227791E-03,-15.09422809E-03
-225.00E-09,-50.50227791E-03,-15.09422809E-03
-200.00E-09,-50.50227791E-03,-15.09422809E-03
-175.00E-09,-130.90428710E-03,-15.09422809E-03
-150.00E-09,+90.20123816E-03,+6.61431439E-03
-125.00E-09,-130.90428710E-03,+66.31280621E-03
-100.00E-09,-50.50227791E-03,-36.80277057E-03
-75.00E-09,+29.89973128E-03,+39.17712811E-03
-50.00E-09,-30.40177560E-03,+44.60426373E-03
-25.00E-09,+1.83894493805E+00,+533.04646956E-03
+0.0E+00,+4.89422128724E+00,+972.64445480E-03
+25.00E-09,+7.04497503304E+00,+1.20058415085E+00
+50.00E-09,+7.92939713412E+00,+1.11374998093E+00
+75.00E-09,+8.47211069614E+00,+1.18430274399E+00
+100.00E-09,+8.87412074208E+00,+1.11374998093E+00
+125.00E-09,+9.03492476046E+00,+1.11374998093E+00
+150.00E-09,+9.11532676965E+00,+1.02691581100E+00
+175.00E-09,+9.27613078803E+00,+1.04862435348E+00
+200.00E-09,+9.35653279722E+00,+1.04862435348E+00
+225.00E-09,+9.37663329952E+00,+1.11374998093E+00
+250.00E-09,+9.45703530871E+00,+1.17887560837E+00
+275.00E-09,+9.61783932709E+00,+1.26570977829E+00
+300.00E-09,+9.67814083397E+00,+1.30912686326E+00
+325.00E-09,+9.83894485235E+00,+1.30912686326E+00
+350.00E-09,+9.75854284316E+00,+1.30912686326E+00
+375.00E-09,+9.83894485235E+00,+1.33083540574E+00
+400.00E-09,+9.83894485235E+00,+1.33083540574E+00
+425.00E-09,+9.91934686154E+00,+1.30912686326E+00
+450.00E-09,+9.85904535466E+00,+1.23857410019E+00
+475.00E-09,+9.75854284316E+00,+1.17887560837E+00
+500.00E-09,+9.67814083397E+00,+1.11374998093E+00
+525.00E-09,+9.69824133628E+00,+1.04862435348E+00
+550.00E-09,+9.67814083397E+00,+1.00520726852E+00
+575.00E-09,+9.59773882478E+00,+961.79018356E-03
+600.00E-09,+9.53743731790E+00,+961.79018356E-03
+625.00E-09,+9.59773882478E+00,+961.79018356E-03
+650.00E-09,+9.59773882478E+00,+983.49872604E-03
+675.00E-09,+9.59773882478E+00,+1.00520726852E+00
+700.00E-09,+9.61783932709E+00,+1.02691581100E+00
+725.00E-09,+9.67814083397E+00,+1.07033289596E+00
+750.00E-09,+9.83894485235E+00,+1.09204143845E+00
+775.00E-09,+9.75854284316E+00,+1.09746857407E+00
+800.00E-09,+9.83894485235E+00,+1.11374998093E+00
+825.00E-09,+9.83894485235E+00,+1.14088565903E+00
+850.00E-09,+9.83894485235E+00,+1.13545852341E+00
+875.00E-09,+9.83894485235E+00,+1.11374998093E+00
+900.00E-09,+9.83894485235E+00,+1.09204143845E+00
+925.00E-09,+9.83894485235E+00,+1.07033289596E+00
+950.00E-09,+9.75854284316E+00,+1.04862435348E+00
+975.00E-09,+9.77864334547E+00,+1.00520726852E+00
+1.00000E-06,+9.75854284316E+00,+983.49872604E-03
+1.02500E-06,+9.75854284316E+00,+940.08164108E-03
+1.05000E-06,+9.75854284316E+00,+896.66455612E-03
+1.07500E-06,+9.67814083397E+00,+918.37309860E-03
+1.10000E-06,+9.67814083397E+00,+896.66455612E-03
+1.12500E-06,+9.67814083397E+00,+891.23742049E-03
+1.15000E-06,+9.67814083397E+00,+918.37309860E-03
+1.17500E-06,+9.75854284316E+00,+923.80023422E-03
+1.20000E-06,+9.77864334547E+00,+918.37309860E-03
+1.22500E-06,+9.75854284316E+00,+940.08164108E-03
+1.25000E-06,+9.91934686154E+00,+961.79018356E-03
+1.27500E-06,+9.77864334547E+00,+961.79018356E-03
+1.30000E-06,+9.83894485235E+00,+961.79018356E-03
+1.32500E-06,+9.75854284316E+00,+983.49872604E-03
+1.35000E-06,+9.83894485235E+00,+961.79018356E-03
+1.37500E-06,+9.77864334547E+00,+940.08164108E-03
+1.40000E-06,+9.85904535466E+00,+940.08164108E-03
+1.42500E-06,+9.83894485235E+00,+918.37309860E-03
+1.45000E-06,+9.83894485235E+00,+918.37309860E-03
+1.47500E-06,+9.83894485235E+00,+896.66455612E-03
+1.50000E-06,+9.83894485235E+00,+874.95601363E-03
+1.52500E-06,+9.75854284316E+00,+858.67460678E-03
+1.55000E-06,+9.67814083397E+00,+831.53892867E-03
+1.57500E-06,+9.75854284316E+00,+831.53892867E-03
+1.60000E-06,+9.75854284316E+00,+831.53892867E-03
+1.62500E-06,+9.73844234086E+00,+809.83038619E-03
+1.65000E-06,+9.67814083397E+00,+815.25752181E-03
+1.67500E-06,+9.75854284316E+00,+809.83038619E-03
+1.70000E-06,+9.83894485235E+00,+831.53892867E-03
+1.72500E-06,+9.75854284316E+00,+831.53892867E-03
+1.75000E-06,+9.75854284316E+00,+853.24747115E-03
+1.77500E-06,+9.77864334547E+00,+853.24747115E-03
+1.80000E-06,+9.83894485235E+00,+831.53892867E-03
+1.82500E-06,+9.83894485235E+00,+853.24747115E-03
+1.85000E-06,+9.83894485235E+00,+836.96606430E-03
+1.87500E-06,+9.89924635924E+00,+831.53892867E-03
+1.90000E-06,+9.83894485235E+00,+831.53892867E-03
+1.92500E-06,+9.75854284316E+00,+831.53892867E-03
+1.95000E-06,+9.83894485235E+00,+788.12184371E-03
+1.97500E-06,+9.83894485235E+00,+788.12184371E-03
+2.00000E-06,+9.75854284316E+00,+766.41330123E-03
+2.02500E-06,+9.83894485235E+00,+760.98616561E-03
+2.05000E-06,+9.75854284316E+00,+744.70475875E-03
+2.07500E-06,+9.81884435005E+00,+722.99621627E-03
+2.10000E-06,+9.83894485235E+00,+722.99621627E-03
+2.12500E-06,+9.83894485235E+00,+728.42335189E-03
+2.15000E-06,+9.83894485235E+00,+722.99621627E-03
+2.17500E-06,+9.75854284316E+00,+728.42335189E-03
+2.20000E-06,+9.83894485235E+00,+722.99621627E-03
+2.22500E-06,+9.75854284316E+00,+744.70475875E-03
+2.25000E-06,+9.83894485235E+00,+728.42335189E-03
+2.27500E-06,+9.83894485235E+00,+744.70475875E-03
+2.30000E-06,+9.91934686154E+00,+744.70475875E-03
+2.32500E-06,+9.91934686154E+00,+744.70475875E-03
+2.35000E-06,+9.89924635923E+00,+760.98616561E-03
+2.37500E-06,+9.89924635923E+00,+744.70475875E-03
+2.40000E-06,+9.83894485235E+00,+722.99621627E-03
+2.42500E-06,+9.83894485235E+00,+717.56908064E-03
+2.45000E-06,+9.77864334547E+00,+701.28767379E-03
+2.47500E-06,+9.83894485235E+00,+679.57913131E-03
+2.50000E-06,+9.83894485235E+00,+657.87058882E-03
+2.52500E-06,+9.83894485235E+00,+652.44345320E-03
+2.55000E-06,+9.83894485235E+00,+657.87058882E-03
+2.57500E-06,+9.83894485235E+00,+636.16204634E-03
+2.60000E-06,+9.77864334547E+00,+636.16204634E-03
+2.62500E-06,+9.75854284316E+00,+657.87058882E-03
+2.65000E-06,+9.75854284316E+00,+657.87058882E-03
+2.67500E-06,+9.83894485235E+00,+657.87058882E-03
+2.70000E-06,+9.83894485235E+00,+657.87058882E-03
+2.72500E-06,+9.85904535466E+00,+657.87058882E-03
+2.75000E-06,+9.89924635923E+00,+657.87058882E-03
+2.77500E-06,+9.83894485235E+00,+657.87058882E-03
+2.80000E-06,+9.83894485235E+00,+674.15199568E-03
+2.82500E-06,+9.91934686154E+00,+657.87058882E-03
+2.85000E-06,+9.83894485235E+00,+657.87058882E-03
+2.87500E-06,+9.83894485235E+00,+636.16204634E-03
+2.90000E-06,+9.83894485235E+00,+636.16204634E-03
+2.92500E-06,+9.83894485235E+00,+614.45350386E-03
+2.95000E-06,+9.91934686154E+00,+592.74496138E-03
+2.97500E-06,+9.83894485235E+00,+592.74496138E-03
+3.00000E-06,+9.83894485235E+00,+592.74496138E-03
+3.02500E-06,+9.83894485235E+00,+592.74496138E-03
+3.05000E-06,+9.75854284316E+00,+571.03641890E-03
+3.07500E-06,+9.91934686154E+00,+587.31782576E-03
+3.10000E-06,+9.83894485235E+00,+571.03641890E-03
+3.12500E-06,+9.83894485235E+00,+592.74496138E-03
+3.15000E-06,+9.89924635923E+00,+592.74496138E-03
+3.17500E-06,+9.89924635923E+00,+592.74496138E-03
+3.20000E-06,+9.77864334547E+00,+571.03641890E-03
+3.22500E-06,+9.83894485235E+00,+592.74496138E-03
+3.25000E-06,+9.91934686154E+00,+571.03641890E-03
+3.27500E-06,+9.91934686154E+00,+587.31782576E-03
+3.30000E-06,+9.91934686154E+00,+571.03641890E-03
+3.32500E-06,+9.89924635923E+00,+571.03641890E-03
+3.35000E-06,+9.85904535466E+00,+571.03641890E-03
+3.37500E-06,+9.85904535466E+00,+549.32787642E-03
+3.40000E-06,+9.81884435004E+00,+549.32787642E-03
+3.42500E-06,+9.89924635923E+00,+533.04646956E-03
+3.45000E-06,+9.81884435004E+00,+527.61933394E-03
+3.47500E-06,+9.91934686154E+00,+527.61933394E-03
+3.50000E-06,+9.81884435004E+00,+527.61933394E-03
+3.52500E-06,+9.83894485235E+00,+511.33792708E-03
+3.55000E-06,+9.83894485235E+00,+505.91079146E-03
+3.57500E-06,+9.83894485235E+00,+505.91079146E-03
+3.60000E-06,+9.83894485235E+00,+505.91079146E-03
+3.62500E-06,+9.83894485235E+00,+505.91079146E-03
+3.65000E-06,+9.77864334547E+00,+505.91079146E-03
+3.67500E-06,+9.83894485235E+00,+505.91079146E-03
+3.70000E-06,+9.91934686154E+00,+527.61933394E-03
+3.72500E-06,+9.99974887073E+00,+505.91079146E-03
+3.75000E-06,+9.91934686154E+00,+505.91079146E-03
+3.77500E-06,+9.83894485235E+00,+505.91079146E-03
+3.80000E-06,+9.91934686154E+00,+505.91079146E-03
+3.82500E-06,+9.81884435004E+00,+484.20224898E-03
+3.85000E-06,+9.89924635923E+00,+505.91079146E-03
+3.87500E-06,+9.91934686154E+00,+484.20224898E-03
+3.90000E-06,+9.75854284316E+00,+484.20224898E-03
+3.92500E-06,+9.85904535466E+00,+484.20224898E-03
+3.95000E-06,+9.83894485235E+00,+462.49370649E-03
+3.97500E-06,+9.83894485235E+00,+462.49370649E-03
+4.00000E-06,+9.85904535466E+00,+446.21229964E-03
+4.02500E-06,+9.91934686154E+00,+462.49370649E-03
+4.05000E-06,+9.91934686154E+00,+446.21229964E-03
+4.07500E-06,+9.83894485235E+00,+462.49370649E-03
+4.10000E-06,+9.91934686154E+00,+440.78516401E-03
+4.12500E-06,+9.83894485235E+00,+440.78516401E-03
+4.15000E-06,+9.91934686154E+00,+457.06657087E-03
+4.17500E-06,+9.89924635923E+00,+462.49370649E-03
+4.20000E-06,+9.83894485235E+00,+440.78516401E-03
+4.22500E-06,+9.91934686154E+00,+440.78516401E-03
+4.25000E-06,+9.93944736385E+00,+440.78516401E-03
+4.27500E-06,+9.91934686154E+00,+440.78516401E-03
+4.30000E-06,+9.83894485235E+00,+424.50375716E-03
+4.32500E-06,+9.83894485235E+00,+424.50375716E-03
+4.35000E-06,+9.83894485235E+00,+419.07662153E-03
+4.37500E-06,+9.91934686154E+00,+419.07662153E-03
+4.40000E-06,+9.91934686154E+00,+397.36807905E-03
+4.42500E-06,+9.83894485235E+00,+402.79521467E-03
+4.45000E-06,+9.91934686154E+00,+397.36807905E-03
+4.47500E-06,+9.83894485235E+00,+402.79521467E-03
+4.50000E-06,+9.83894485235E+00,+397.36807905E-03
+4.52500E-06,+9.91934686154E+00,+397.36807905E-03
+4.55000E-06,+9.85904535466E+00,+397.36807905E-03
+4.57500E-06,+9.83894485235E+00,+397.36807905E-03
+4.60000E-06,+9.83894485235E+00,+397.36807905E-03
+4.62500E-06,+9.91934686154E+00,+381.08667219E-03
+4.65000E-06,+9.85904535466E+00,+397.36807905E-03
+4.67500E-06,+9.89924635923E+00,+375.65953657E-03
+4.70000E-06,+9.91934686154E+00,+375.65953657E-03
+4.72500E-06,+9.83894485235E+00,+397.36807905E-03
+4.75000E-06,+9.89924635923E+00,+375.65953657E-03
+4.77500E-06,+9.81884435005E+00,+375.65953657E-03
+4.80000E-06,+9.83894485235E+00,+375.65953657E-03
+4.82500E-06,+9.91934686154E+00,+353.95099409E-03
+4.85000E-06,+9.91934686154E+00,+375.65953657E-03
+4.87500E-06,+9.83894485235E+00,+370.23240095E-03
+4.90000E-06,+9.91934686154E+00,+353.95099409E-03
+4.92500E-06,+9.83894485235E+00,+353.95099409E-03
+4.95000E-06,+9.91934686154E+00,+353.95099409E-03
+4.97500E-06,+9.83894485235E+00,+332.24245161E-03
+5.00000E-06,+9.85904535466E+00,+332.24245161E-03
+5.02500E-06,+9.91934686154E+00,+353.95099409E-03
+5.05000E-06,+9.89924635923E+00,+337.66958723E-03
+5.07500E-06,+9.91934686154E+00,+348.52385847E-03
+5.10000E-06,+9.85904535466E+00,+353.95099409E-03
+5.12500E-06,+9.91934686154E+00,+353.95099409E-03
+5.15000E-06,+9.83894485235E+00,+332.24245161E-03
+5.17500E-06,+9.85904535466E+00,+332.24245161E-03
+5.20000E-06,+9.97964836842E+00,+332.24245161E-03
+5.22500E-06,+9.91934686154E+00,+326.81531599E-03
+5.25000E-06,+9.97964836842E+00,+332.24245161E-03
+5.27500E-06,+9.99974887073E+00,+310.53390913E-03
+5.30000E-06,+9.91934686154E+00,+332.24245161E-03
+5.32500E-06,+9.91934686154E+00,+310.53390913E-03
+5.35000E-06,+9.91934686154E+00,+310.53390913E-03
+5.37500E-06,+9.91934686154E+00,+310.53390913E-03
+5.40000E-06,+9.91934686154E+00,+310.53390913E-03
+5.42500E-06,+9.91934686154E+00,+310.53390913E-03
+5.45000E-06,+9.85904535466E+00,+294.25250227E-03
+5.47500E-06,+9.91934686154E+00,+288.82536665E-03
+5.50000E-06,+9.83894485235E+00,+288.82536665E-03
+5.52500E-06,+9.91934686154E+00,+288.82536665E-03
+5.55000E-06,+9.83894485235E+00,+288.82536665E-03
+5.57500E-06,+9.91934686154E+00,+267.11682416E-03
+5.60000E-06,+9.91934686154E+00,+288.82536665E-03
+5.62500E-06,+9.91934686154E+00,+288.82536665E-03
+5.65000E-06,+9.99974887073E+00,+310.53390913E-03
+5.67500E-06,+9.83894485235E+00,+267.11682416E-03
+5.70000E-06,+9.99974887073E+00,+288.82536665E-03
+5.72500E-06,+9.91934686154E+00,+288.82536665E-03
+5.75000E-06,+9.83894485235E+00,+267.11682416E-03
+5.77500E-06,+9.91934686154E+00,+267.11682416E-03
+5.80000E-06,+9.91934686154E+00,+267.11682416E-03
+5.82500E-06,+9.85904535466E+00,+267.11682416E-03
+5.85000E-06,+9.91934686154E+00,+267.11682416E-03
+5.87500E-06,+10.01984937304E+00,+267.11682416E-03
+5.90000E-06,+9.91934686154E+00,+250.83541731E-03
+5.92500E-06,+9.83894485235E+00,+267.11682416E-03
+5.95000E-06,+9.83894485235E+00,+250.83541731E-03
+5.97500E-06,+9.91934686154E+00,+245.40828168E-03
+6.00000E-06,+9.91934686154E+00,+245.40828168E-03
+6.02500E-06,+9.91934686154E+00,+250.83541731E-03
+6.05000E-06,+9.85904535466E+00,+245.40828168E-03
+6.07500E-06,+9.91934686154E+00,+245.40828168E-03
+6.10000E-06,+9.85904535466E+00,+245.40828168E-03
+6.12500E-06,+9.91934686154E+00,+245.40828168E-03
+6.15000E-06,+9.99974887073E+00,+229.12687483E-03
+6.17500E-06,+9.83894485235E+00,+245.40828168E-03
+6.20000E-06,+9.91934686154E+00,+245.40828168E-03
+6.22500E-06,+9.91934686154E+00,+229.12687483E-03
+6.25000E-06,+9.91934686154E+00,+245.40828168E-03
+6.27500E-06,+9.83894485235E+00,+223.69973920E-03
+6.30000E-06,+9.83894485235E+00,+245.40828168E-03
+6.32500E-06,+9.97964836842E+00,+218.27260358E-03
+6.35000E-06,+9.99974887073E+00,+223.69973920E-03
+6.37500E-06,+9.83894485235E+00,+223.69973920E-03
+6.40000E-06,+9.91934686154E+00,+223.69973920E-03
+6.42500E-06,+9.85904535466E+00,+223.69973920E-03
+6.45000E-06,+9.91934686154E+00,+223.69973920E-03
+6.47500E-06,+9.91934686154E+00,+201.99119672E-03
+6.50000E-06,+9.83894485235E+00,+207.41833234E-03
+6.52500E-06,+9.91934686154E+00,+223.69973920E-03
+6.55000E-06,+9.91934686154E+00,+201.99119672E-03
+6.57500E-06,+9.83894485235E+00,+201.99119672E-03
+6.60000E-06,+9.83894485235E+00,+201.99119672E-03
+6.62500E-06,+9.83894485235E+00,+218.27260358E-03
+6.65000E-06,+9.89924635924E+00,+201.99119672E-03
+6.67500E-06,+9.91934686154E+00,+207.41833234E-03
+6.70000E-06,+9.91934686154E+00,+223.69973920E-03
+6.72500E-06,+9.91934686154E+00,+201.99119672E-03
+6.75000E-06,+9.91934686154E+00,+201.99119672E-03
+6.77500E-06,+9.91934686154E+00,+201.99119672E-03
+6.80000E-06,+9.91934686154E+00,+201.99119672E-03
+6.82500E-06,+9.83894485235E+00,+180.28265424E-03
+6.85000E-06,+9.93944736385E+00,+180.28265424E-03
+6.87500E-06,+9.91934686154E+00,+158.57411176E-03
+6.90000E-06,+9.91934686154E+00,+136.86556928E-03
+6.92500E-06,+9.83894485235E+00,+136.86556928E-03
+6.95000E-06,+9.97964836843E+00,+158.57411176E-03
+6.97500E-06,+9.85904535466E+00,+180.28265424E-03
+7.00000E-06,+9.91934686154E+00,+196.56406110E-03
+7.02500E-06,+9.91934686154E+00,+201.99119672E-03
+7.05000E-06,+9.91934686154E+00,+180.28265424E-03
+7.07500E-06,+9.91934686154E+00,+180.28265424E-03
+7.10000E-06,+9.91934686154E+00,+180.28265424E-03
+7.12500E-06,+9.91934686154E+00,+201.99119672E-03
+7.15000E-06,+9.97964836843E+00,+180.28265424E-03
+7.17500E-06,+9.91934686154E+00,+158.57411176E-03
+7.20000E-06,+9.83894485235E+00,+158.57411176E-03
+7.22500E-06,+9.93944736385E+00,+136.86556928E-03
+7.25000E-06,+9.91934686154E+00,+136.86556928E-03
+7.27500E-06,+9.93944736385E+00,+136.86556928E-03
+7.30000E-06,+9.91934686154E+00,+142.29270490E-03
+7.32500E-06,+9.99974887073E+00,+158.57411176E-03
+7.35000E-06,+9.91934686154E+00,+158.57411176E-03
+7.37500E-06,+9.93944736385E+00,+158.57411176E-03
+7.40000E-06,+9.91934686154E+00,+158.57411176E-03
+7.42500E-06,+9.91934686154E+00,+136.86556928E-03
+7.45000E-06,+9.91934686154E+00,+158.57411176E-03
+7.47500E-06,+9.99974887073E+00,+158.57411176E-03
+7.50000E-06,+9.99974887073E+00,+136.86556928E-03
+7.52500E-06,+9.91934686154E+00,+158.57411176E-03
+7.55000E-06,+9.91934686154E+00,+136.86556928E-03
+7.57500E-06,+9.91934686154E+00,+136.86556928E-03
+7.60000E-06,+9.85904535466E+00,+136.86556928E-03
+7.62500E-06,+9.91934686154E+00,+136.86556928E-03
+7.65000E-06,+9.91934686154E+00,+136.86556928E-03
+7.67500E-06,+9.85904535466E+00,+115.15702680E-03
+7.70000E-06,+9.91934686154E+00,+115.15702680E-03
+7.72500E-06,+9.91934686154E+00,+136.86556928E-03
+7.75000E-06,+9.81884435005E+00,+136.86556928E-03
+7.77500E-06,+9.99974887073E+00,+120.58416242E-03
+7.80000E-06,+9.91934686154E+00,+136.86556928E-03
+7.82500E-06,+9.77864334547E+00,+131.43843366E-03
+7.85000E-06,+9.91934686154E+00,+136.86556928E-03
+7.87500E-06,+9.91934686154E+00,+115.15702680E-03
+7.90000E-06,+9.91934686154E+00,+115.15702680E-03
+7.92500E-06,+9.91934686154E+00,+115.15702680E-03
+7.95000E-06,+9.91934686154E+00,+115.15702680E-03
+7.97500E-06,+9.83894485235E+00,+136.86556928E-03
+8.00000E-06,+9.91934686154E+00,+98.87561994E-03
+8.02500E-06,+9.91934686154E+00,+98.87561994E-03
+8.05000E-06,+9.83894485235E+00,+93.44848432E-03
+8.07500E-06,+9.91934686154E+00,+93.44848432E-03
+8.10000E-06,+9.99974887073E+00,+93.44848432E-03
+8.12500E-06,+9.91934686154E+00,+98.87561994E-03
+8.15000E-06,+9.91934686154E+00,+93.44848432E-03
+8.17500E-06,+9.93944736385E+00,+93.44848432E-03
+8.20000E-06,+9.91934686154E+00,+115.15702680E-03
+8.22500E-06,+9.91934686154E+00,+115.15702680E-03
+8.25000E-06,+9.91934686154E+00,+109.72989117E-03
+8.27500E-06,+9.91934686154E+00,+115.15702680E-03
+8.30000E-06,+9.91934686154E+00,+115.15702680E-03
+8.32500E-06,+9.89924635924E+00,+93.44848432E-03
+8.35000E-06,+9.91934686154E+00,+93.44848432E-03
+8.37500E-06,+9.85904535466E+00,+93.44848432E-03
+8.40000E-06,+9.83894485235E+00,+93.44848432E-03
+8.42500E-06,+9.83894485235E+00,+93.44848432E-03
+8.45000E-06,+9.91934686154E+00,+93.44848432E-03
+8.47500E-06,+9.93944736385E+00,+71.73994184E-03
+8.50000E-06,+9.91934686154E+00,+71.73994184E-03
+8.52500E-06,+9.91934686154E+00,+71.73994184E-03
+8.55000E-06,+9.91934686154E+00,+71.73994184E-03
+8.57500E-06,+9.91934686154E+00,+71.73994184E-03
+8.60000E-06,+9.91934686154E+00,+71.73994184E-03
+8.62500E-06,+9.85904535466E+00,+93.44848432E-03
+8.65000E-06,+9.93944736385E+00,+77.16707746E-03
+8.67500E-06,+9.91934686154E+00,+77.16707746E-03
+8.70000E-06,+9.91934686154E+00,+71.73994184E-03
+8.72500E-06,+9.91934686154E+00,+93.44848432E-03
+8.75000E-06,+9.91934686154E+00,+77.16707746E-03
+8.77500E-06,+9.91934686154E+00,+71.73994184E-03
+8.80000E-06,+9.99974887073E+00,+71.73994184E-03
+8.82500E-06,+9.91934686154E+00,+71.73994184E-03
+8.85000E-06,+9.91934686154E+00,+50.03139935E-03
+8.87500E-06,+9.91934686154E+00,+71.73994184E-03
+8.90000E-06,+9.89924635923E+00,+71.73994184E-03
+8.92500E-06,+9.83894485235E+00,+55.45853498E-03
+8.95000E-06,+9.99974887073E+00,+55.45853498E-03
+8.97500E-06,+9.91934686154E+00,+71.73994184E-03
+9.00000E-06,+9.83894485235E+00,+71.73994184E-03
+9.02500E-06,+9.99974887073E+00,+55.45853498E-03
+9.05000E-06,+9.91934686154E+00,+50.03139935E-03
+9.07500E-06,+9.93944736385E+00,+50.03139935E-03
+9.10000E-06,+9.91934686154E+00,+50.03139935E-03
+9.12500E-06,+9.91934686154E+00,+66.31280621E-03
+9.15000E-06,+9.91934686154E+00,+50.03139935E-03
+9.17500E-06,+9.91934686154E+00,+50.03139935E-03
+9.20000E-06,+9.91934686154E+00,+71.73994184E-03
+9.22500E-06,+9.91934686154E+00,+50.03139935E-03
+9.25000E-06,+9.91934686154E+00,+50.03139935E-03
+9.27500E-06,+9.99974887073E+00,+71.73994184E-03
+9.30000E-06,+9.89924635923E+00,+50.03139935E-03
+9.32500E-06,+9.91934686154E+00,+50.03139935E-03
+9.35000E-06,+9.93944736385E+00,+50.03139935E-03
+9.37500E-06,+9.91934686154E+00,+28.32285687E-03
+9.40000E-06,+9.99974887073E+00,+44.60426373E-03
+9.42500E-06,+9.93944736385E+00,+50.03139935E-03
+9.45000E-06,+9.91934686154E+00,+50.03139935E-03
+9.47500E-06,+9.91934686154E+00,+50.03139935E-03
+9.50000E-06,+9.93944736385E+00,+28.32285687E-03
+9.52500E-06,+9.97964836842E+00,+28.32285687E-03
+9.55000E-06,+9.85904535466E+00,+28.32285687E-03
+9.57500E-06,+9.99974887073E+00,+50.03139935E-03
+9.60000E-06,+9.89924635923E+00,+28.32285687E-03
+9.62500E-06,+9.99974887073E+00,+28.32285687E-03
+9.65000E-06,+9.91934686154E+00,+50.03139935E-03
+9.67500E-06,+9.91934686154E+00,+28.32285687E-03
+9.70000E-06,+9.91934686154E+00,+50.03139935E-03
+9.72500E-06,+9.91934686154E+00,+28.32285687E-03
+9.75000E-06,+9.91934686154E+00,+28.32285687E-03
+9.77500E-06,+9.99974887073E+00,+50.03139935E-03
+9.80000E-06,+9.91934686154E+00,+28.32285687E-03
+9.82500E-06,+9.99974887073E+00,+28.32285687E-03
+9.85000E-06,+9.91934686154E+00,+28.32285687E-03
+9.87500E-06,+9.91934686154E+00,+28.32285687E-03
+9.90000E-06,+9.99974887073E+00,+28.32285687E-03
+9.92500E-06,+9.91934686154E+00,+28.32285687E-03
+9.95000E-06,+9.91934686154E+00,+28.32285687E-03
+9.97500E-06,+9.91934686154E+00,+28.32285687E-03
+10.00000E-06,+9.91934686154E+00,+22.89572125E-03
+10.02500E-06,+9.99974887073E+00,+28.32285687E-03
+10.05000E-06,+9.91934686154E+00,+6.61431439E-03
+10.07500E-06,+9.91934686154E+00,+28.32285687E-03
+10.10000E-06,+9.91934686154E+00,+22.89572125E-03
+10.12500E-06,+9.91934686154E+00,+28.32285687E-03
+10.15000E-06,+9.97964836842E+00,+28.32285687E-03
+10.17500E-06,+9.91934686154E+00,+12.04145002E-03
+10.20000E-06,+9.89924635923E+00,+6.61431439E-03
+10.22500E-06,+9.91934686154E+00,+22.89572125E-03
+10.25000E-06,+9.91934686154E+00,+28.32285687E-03
+10.27500E-06,+9.91934686154E+00,+6.61431439E-03
+10.30000E-06,+9.91934686154E+00,+22.89572125E-03
+10.32500E-06,+9.91934686154E+00,+6.61431439E-03
+10.35000E-06,+9.91934686154E+00,+6.61431439E-03
+10.37500E-06,+9.91934686154E+00,+6.61431439E-03
+10.40000E-06,+9.99974887073E+00,+12.04145002E-03
+10.42500E-06,+9.91934686154E+00,+6.61431439E-03
