x-axis,Canal,Canal
second,1,2
-8.52500E-06,-50.50227791E-03,-15.09422809E-03
-8.50000E-06,-50.50227791E-03,-15.09422809E-03
-8.47500E-06,-50.50227791E-03,-15.09422809E-03
-8.45000E-06,-50.50227791E-03,-15.09422809E-03
-8.42500E-06,-50.50227791E-03,+1.18717877E-03
-8.40000E-06,-110.80378479E-03,-15.09422809E-03
-8.37500E-06,-50.50227791E-03,-36.80277057E-03
-8.35000E-06,-70.60278022E-03,-15.09422809E-03
-8.32500E-06,-50.50227791E-03,-15.09422809E-03
-8.30000E-06,-130.90428710E-03,-15.09422809E-03
-8.27500E-06,-130.90428710E-03,-15.09422809E-03
-8.25000E-06,-50.50227791E-03,-15.09422809E-03
-8.22500E-06,-50.50227791E-03,-15.09422809E-03
-8.20000E-06,-50.50227791E-03,-15.09422809E-03
-8.17500E-06,-130.90428710E-03,+6.61431439E-03
-8.15000E-06,-110.80378479E-03,-15.09422809E-03
-8.12500E-06,-50.50227791E-03,-15.09422809E-03
-8.10000E-06,-70.60278022E-03,-15.09422809E-03
-8.07500E-06,+9.79922897E-03,+6.61431439E-03
-8.05000E-06,-50.50227791E-03,-15.09422809E-03
-8.02500E-06,-50.50227791E-03,-15.09422809E-03
-8.00000E-06,-70.60278022E-03,-36.80277057E-03
-7.97500E-06,-130.90428710E-03,-15.09422809E-03
-7.95000E-06,-50.50227791E-03,-15.09422809E-03
-7.92500E-06,-50.50227791E-03,-15.09422809E-03
-7.90000E-06,-50.50227791E-03,-15.09422809E-03
-7.87500E-06,-50.50227791E-03,-15.09422809E-03
-7.85000E-06,-50.50227791E-03,-15.09422809E-03
-7.82500E-06,-70.60278022E-03,-15.09422809E-03
-7.80000E-06,-130.90428710E-03,-15.09422809E-03
-7.77500E-06,-50.50227791E-03,-15.09422809E-03
-7.75000E-06,-110.80378479E-03,+1.18717877E-03
-7.72500E-06,-70.60278022E-03,-15.09422809E-03
-7.70000E-06,-130.90428710E-03,-15.09422809E-03
-7.67500E-06,-110.80378479E-03,-15.09422809E-03
-7.65000E-06,-50.50227791E-03,-15.09422809E-03
-7.62500E-06,-50.50227791E-03,-15.09422809E-03
-7.60000E-06,+29.89973128E-03,-15.09422809E-03
-7.57500E-06,+29.89973128E-03,-15.09422809E-03
-7.55000E-06,-50.50227791E-03,-15.09422809E-03
-7.52500E-06,-50.50227791E-03,-15.09422809E-03
-7.50000E-06,+29.89973128E-03,-15.09422809E-03
-7.47500E-06,-50.50227791E-03,-15.09422809E-03
-7.45000E-06,-50.50227791E-03,-15.09422809E-03
-7.42500E-06,-50.50227791E-03,-15.09422809E-03
-7.40000E-06,-110.80378479E-03,-15.09422809E-03
-7.37500E-06,-50.50227791E-03,-15.09422809E-03
-7.35000E-06,-30.40177560E-03,-9.66709247E-03
-7.32500E-06,-110.80378479E-03,-15.09422809E-03
-7.30000E-06,+29.89973128E-03,-36.80277057E-03
-7.27500E-06,-50.50227791E-03,-15.09422809E-03
-7.25000E-06,-130.90428710E-03,-15.09422809E-03
-7.22500E-06,-130.90428710E-03,-36.80277057E-03
-7.20000E-06,-50.50227791E-03,-15.09422809E-03
-7.17500E-06,-130.90428710E-03,-15.09422809E-03
-7.15000E-06,-50.50227791E-03,-15.09422809E-03
-7.12500E-06,-50.50227791E-03,-15.09422809E-03
-7.10000E-06,-70.60278022E-03,-15.09422809E-03
-7.07500E-06,-50.50227791E-03,-15.09422809E-03
-7.05000E-06,-50.50227791E-03,-15.09422809E-03
-7.02500E-06,-70.60278022E-03,+6.61431439E-03
-7.00000E-06,-50.50227791E-03,-15.09422809E-03
-6.97500E-06,-70.60278022E-03,-15.09422809E-03
-6.95000E-06,-130.90428710E-03,-15.09422809E-03
-6.92500E-06,-50.50227791E-03,-15.09422809E-03
-6.90000E-06,-130.90428710E-03,-15.09422809E-03
-6.87500E-06,-50.50227791E-03,-15.09422809E-03
-6.85000E-06,-50.50227791E-03,+6.61431439E-03
-6.82500E-06,-50.50227791E-03,-9.66709247E-03
-6.80000E-06,-130.90428710E-03,-15.09422809E-03
-6.77500E-06,-50.50227791E-03,-15.09422809E-03
-6.75000E-06,-50.50227791E-03,-15.09422809E-03
-6.72500E-06,-50.50227791E-03,-31.37563495E-03
-6.70000E-06,+29.89973128E-03,-31.37563495E-03
-6.67500E-06,-50.50227791E-03,-15.09422809E-03
-6.65000E-06,-50.50227791E-03,-31.37563495E-03
-6.62500E-06,-50.50227791E-03,-15.09422809E-03
-6.60000E-06,-110.80378479E-03,-9.66709247E-03
-6.57500E-06,-50.50227791E-03,-15.09422809E-03
-6.55000E-06,-130.90428710E-03,+6.61431439E-03
-6.52500E-06,-50.50227791E-03,-15.09422809E-03
-6.50000E-06,-50.50227791E-03,-15.09422809E-03
-6.47500E-06,+29.89973128E-03,-15.09422809E-03
-6.45000E-06,-130.90428710E-03,-9.66709247E-03
-6.42500E-06,-50.50227791E-03,-15.09422809E-03
-6.40000E-06,-130.90428710E-03,-15.09422809E-03
-6.37500E-06,+29.89973128E-03,+1.18717877E-03
-6.35000E-06,+29.89973128E-03,+6.61431439E-03
-6.32500E-06,-110.80378479E-03,-15.09422809E-03
-6.30000E-06,-50.50227791E-03,-15.09422809E-03
-6.27500E-06,-50.50227791E-03,-15.09422809E-03
-6.25000E-06,-50.50227791E-03,-15.09422809E-03
-6.22500E-06,-50.50227791E-03,-15.09422809E-03
-6.20000E-06,-50.50227791E-03,-15.09422809E-03
-6.17500E-06,-50.50227791E-03,+6.61431439E-03
-6.15000E-06,-50.50227791E-03,+6.61431439E-03
-6.12500E-06,-151.00478941E-03,-15.09422809E-03
-6.10000E-06,-130.90428710E-03,-15.09422809E-03
-6.07500E-06,-70.60278022E-03,-9.66709247E-03
-6.05000E-06,-50.50227791E-03,-15.09422809E-03
-6.02500E-06,-50.50227791E-03,-15.09422809E-03
-6.00000E-06,-70.60278022E-03,-15.09422809E-03
-5.97500E-06,-50.50227791E-03,-15.09422809E-03
-5.95000E-06,-70.60278022E-03,+1.18717877E-03
-5.92500E-06,-50.50227791E-03,-15.09422809E-03
-5.90000E-06,-130.90428710E-03,-15.09422809E-03
-5.87500E-06,-50.50227791E-03,-15.09422809E-03
-5.85000E-06,-50.50227791E-03,-15.09422809E-03
-5.82500E-06,-110.80378479E-03,-15.09422809E-03
-5.80000E-06,-50.50227791E-03,-15.09422809E-03
-5.77500E-06,-50.50227791E-03,-15.09422809E-03
-5.75000E-06,-130.90428710E-03,-15.09422809E-03
-5.72500E-06,+29.89973128E-03,-15.09422809E-03
-5.70000E-06,-50.50227791E-03,-15.09422809E-03
-5.67500E-06,-50.50227791E-03,-15.09422809E-03
-5.65000E-06,-50.50227791E-03,-15.09422809E-03
-5.62500E-06,-130.90428710E-03,-15.09422809E-03
-5.60000E-06,+29.89973128E-03,-15.09422809E-03
-5.57500E-06,+9.79922897E-03,-31.37563495E-03
-5.55000E-06,-50.50227791E-03,-15.09422809E-03
-5.52500E-06,-130.90428710E-03,-15.09422809E-03
-5.50000E-06,-50.50227791E-03,-15.09422809E-03
-5.47500E-06,+9.79922897E-03,-15.09422809E-03
-5.45000E-06,-50.50227791E-03,-15.09422809E-03
-5.42500E-06,-130.90428710E-03,-15.09422809E-03
-5.40000E-06,-50.50227791E-03,-15.09422809E-03
-5.37500E-06,-110.80378479E-03,-15.09422809E-03
-5.35000E-06,-70.60278022E-03,-15.09422809E-03
-5.32500E-06,-70.60278022E-03,-15.09422809E-03
-5.30000E-06,-50.50227791E-03,-15.09422809E-03
-5.27500E-06,-110.80378479E-03,+6.61431439E-03
-5.25000E-06,-70.60278022E-03,-15.09422809E-03
-5.22500E-06,-130.90428710E-03,-9.66709247E-03
-5.20000E-06,-50.50227791E-03,-15.09422809E-03
-5.17500E-06,-50.50227791E-03,-15.09422809E-03
-5.15000E-06,-50.50227791E-03,-15.09422809E-03
-5.12500E-06,+29.89973128E-03,-15.09422809E-03
-5.10000E-06,+9.79922897E-03,-15.09422809E-03
-5.07500E-06,-70.60278022E-03,-15.09422809E-03
-5.05000E-06,-50.50227791E-03,+1.18717877E-03
-5.02500E-06,-50.50227791E-03,-15.09422809E-03
-5.00000E-06,-50.50227791E-03,+6.61431439E-03
-4.97500E-06,-130.90428710E-03,-15.09422809E-03
-4.95000E-06,+29.89973128E-03,+6.61431439E-03
-4.92500E-06,-50.50227791E-03,+6.61431439E-03
-4.90000E-06,-50.50227791E-03,-15.09422809E-03
-4.87500E-06,-130.90428710E-03,-9.66709247E-03
-4.85000E-06,-110.80378479E-03,-15.09422809E-03
-4.82500E-06,-110.80378479E-03,-15.09422809E-03
-4.80000E-06,-130.90428710E-03,+6.61431439E-03
-4.77500E-06,-70.60278022E-03,-15.09422809E-03
-4.75000E-06,-110.80378479E-03,-15.09422809E-03
-4.72500E-06,-50.50227791E-03,-15.09422809E-03
-4.70000E-06,-130.90428710E-03,+6.61431439E-03
-4.67500E-06,-50.50227791E-03,-15.09422809E-03
-4.65000E-06,-50.50227791E-03,-15.09422809E-03
-4.62500E-06,-50.50227791E-03,-15.09422809E-03
-4.60000E-06,+9.79922897E-03,-15.09422809E-03
-4.57500E-06,-30.40177560E-03,-36.80277057E-03
-4.55000E-06,-110.80378479E-03,-15.09422809E-03
-4.52500E-06,-130.90428710E-03,-15.09422809E-03
-4.50000E-06,+9.79922897E-03,-15.09422809E-03
-4.47500E-06,-50.50227791E-03,-15.09422809E-03
-4.45000E-06,-30.40177560E-03,-15.09422809E-03
-4.42500E-06,+29.89973128E-03,-15.09422809E-03
-4.40000E-06,-110.80378479E-03,-15.09422809E-03
-4.37500E-06,-50.50227791E-03,-31.37563495E-03
-4.35000E-06,-130.90428710E-03,-31.37563495E-03
-4.32500E-06,-50.50227791E-03,-15.09422809E-03
-4.30000E-06,-130.90428710E-03,-15.09422809E-03
-4.27500E-06,-130.90428710E-03,-15.09422809E-03
-4.25000E-06,-130.90428710E-03,-15.09422809E-03
-4.22500E-06,-50.50227791E-03,-15.09422809E-03
-4.20000E-06,-211.30629629E-03,-15.09422809E-03
-4.17500E-06,-130.90428710E-03,-15.09422809E-03
-4.15000E-06,-50.50227791E-03,-15.09422809E-03
-4.12500E-06,-70.60278022E-03,-15.09422809E-03
-4.10000E-06,+29.89973128E-03,-15.09422809E-03
-4.07500E-06,-50.50227791E-03,-15.09422809E-03
-4.05000E-06,+29.89973128E-03,-36.80277057E-03
-4.02500E-06,-50.50227791E-03,-15.09422809E-03
-4.00000E-06,-50.50227791E-03,-15.09422809E-03
-3.97500E-06,-50.50227791E-03,-15.09422809E-03
-3.95000E-06,-50.50227791E-03,-15.09422809E-03
-3.92500E-06,-50.50227791E-03,-15.09422809E-03
-3.90000E-06,-30.40177561E-03,-15.09422809E-03
-3.87500E-06,-50.50227791E-03,+6.61431439E-03
-3.85000E-06,-50.50227791E-03,-15.09422809E-03
-3.82500E-06,-50.50227791E-03,-31.37563495E-03
-3.80000E-06,-50.50227791E-03,-15.09422809E-03
-3.77500E-06,-130.90428710E-03,-15.09422809E-03
-3.75000E-06,-130.90428710E-03,-15.09422809E-03
-3.72500E-06,-70.60278022E-03,-15.09422809E-03
-3.70000E-06,+9.79922897E-03,+6.61431439E-03
-3.67500E-06,-50.50227791E-03,-15.09422809E-03
-3.65000E-06,-130.90428710E-03,-15.09422809E-03
-3.62500E-06,-50.50227791E-03,-15.09422809E-03
-3.60000E-06,+29.89973128E-03,-15.09422809E-03
-3.57500E-06,-50.50227791E-03,-15.09422809E-03
-3.55000E-06,+29.89973128E-03,-15.09422809E-03
-3.52500E-06,-50.50227791E-03,-15.09422809E-03
-3.50000E-06,-50.50227791E-03,-15.09422809E-03
-3.47500E-06,-50.50227791E-03,+6.61431439E-03
-3.45000E-06,-50.50227791E-03,-31.37563495E-03
-3.42500E-06,-50.50227791E-03,-9.66709247E-03
-3.40000E-06,-50.50227791E-03,-9.66709247E-03
-3.37500E-06,-50.50227791E-03,-15.09422809E-03
-3.35000E-06,-50.50227791E-03,-15.09422809E-03
-3.32500E-06,-50.50227791E-03,-15.09422809E-03
-3.30000E-06,+29.89973128E-03,-15.09422809E-03
-3.27500E-06,-50.50227791E-03,-15.09422809E-03
-3.25000E-06,-50.50227791E-03,+1.18717877E-03
-3.22500E-06,-130.90428710E-03,-15.09422809E-03
-3.20000E-06,-50.50227791E-03,-15.09422809E-03
-3.17500E-06,-50.50227791E-03,-15.09422809E-03
-3.15000E-06,+29.89973128E-03,-15.09422809E-03
-3.12500E-06,-50.50227791E-03,-15.09422809E-03
-3.10000E-06,-50.50227791E-03,+6.61431439E-03
-3.07500E-06,-50.50227791E-03,-9.66709247E-03
-3.05000E-06,-50.50227791E-03,-15.09422809E-03
-3.02500E-06,-50.50227791E-03,-15.09422809E-03
-3.00000E-06,-50.50227791E-03,-9.66709247E-03
-2.97500E-06,-50.50227791E-03,-15.09422809E-03
-2.95000E-06,-50.50227791E-03,+6.61431439E-03
-2.92500E-06,-30.40177560E-03,-15.09422809E-03
-2.90000E-06,-110.80378479E-03,-15.09422809E-03
-2.87500E-06,-50.50227791E-03,-15.09422809E-03
-2.85000E-06,-50.50227791E-03,-15.09422809E-03
-2.82500E-06,-50.50227791E-03,-15.09422809E-03
-2.80000E-06,+29.89973128E-03,-15.09422809E-03
-2.77500E-06,-50.50227791E-03,+1.18717877E-03
-2.75000E-06,-50.50227791E-03,-15.09422809E-03
-2.72500E-06,-50.50227791E-03,-15.09422809E-03
-2.70000E-06,-50.50227791E-03,-31.37563495E-03
-2.67500E-06,-50.50227791E-03,-15.09422809E-03
-2.65000E-06,-70.60278022E-03,-15.09422809E-03
-2.62500E-06,-50.50227791E-03,+1.18717877E-03
-2.60000E-06,-110.80378479E-03,-15.09422809E-03
-2.57500E-06,-50.50227791E-03,-15.09422809E-03
-2.55000E-06,-130.90428710E-03,-15.09422809E-03
-2.52500E-06,-130.90428710E-03,-15.09422809E-03
-2.50000E-06,+29.89973128E-03,-15.09422809E-03
-2.47500E-06,-50.50227791E-03,-15.09422809E-03
-2.45000E-06,-50.50227791E-03,-15.09422809E-03
-2.42500E-06,-70.60278022E-03,-9.66709247E-03
-2.40000E-06,-50.50227791E-03,-15.09422809E-03
-2.37500E-06,-50.50227791E-03,-15.09422809E-03
-2.35000E-06,-130.90428710E-03,-15.09422809E-03
-2.32500E-06,-50.50227791E-03,-31.37563495E-03
-2.30000E-06,-50.50227791E-03,+6.61431439E-03
-2.27500E-06,-50.50227791E-03,-15.09422809E-03
-2.25000E-06,-50.50227791E-03,-15.09422809E-03
-2.22500E-06,-50.50227791E-03,-15.09422809E-03
-2.20000E-06,-110.80378479E-03,-15.09422809E-03
-2.17500E-06,-50.50227791E-03,-15.09422809E-03
-2.15000E-06,-130.90428710E-03,-15.09422809E-03
-2.12500E-06,-70.60278022E-03,-15.09422809E-03
-2.10000E-06,-130.90428710E-03,-15.09422809E-03
-2.07500E-06,-130.90428710E-03,-20.52136371E-03
-2.05000E-06,-50.50227791E-03,-15.09422809E-03
-2.02500E-06,-50.50227791E-03,-31.37563495E-03
-2.00000E-06,-30.40177560E-03,-15.09422809E-03
-1.97500E-06,+50.00023358E-03,-15.09422809E-03
-1.95000E-06,-50.50227791E-03,-15.09422809E-03
-1.92500E-06,-50.50227791E-03,-15.09422809E-03
-1.90000E-06,-130.90428710E-03,-15.09422809E-03
-1.87500E-06,-130.90428710E-03,-9.66709247E-03
-1.85000E-06,-130.90428710E-03,-9.66709247E-03
-1.82500E-06,-70.60278022E-03,-15.09422809E-03
-1.80000E-06,+29.89973128E-03,-15.09422809E-03
-1.77500E-06,-130.90428710E-03,-15.09422809E-03
-1.75000E-06,-50.50227791E-03,-36.80277057E-03
-1.72500E-06,-50.50227791E-03,-15.09422809E-03
-1.70000E-06,-50.50227791E-03,-15.09422809E-03
-1.67500E-06,-50.50227791E-03,-15.09422809E-03
-1.65000E-06,+9.79922897E-03,-15.09422809E-03
-1.62500E-06,-130.90428710E-03,-15.09422809E-03
-1.60000E-06,-130.90428710E-03,-9.66709247E-03
-1.57500E-06,-50.50227791E-03,-15.09422809E-03
-1.55000E-06,-130.90428710E-03,-15.09422809E-03
-1.52500E-06,-130.90428710E-03,-9.66709247E-03
-1.50000E-06,-50.50227791E-03,-15.09422809E-03
-1.47500E-06,-211.30629629E-03,-15.09422809E-03
-1.45000E-06,-50.50227791E-03,-15.09422809E-03
-1.42500E-06,-70.60278022E-03,-15.09422809E-03
-1.40000E-06,-130.90428710E-03,-15.09422809E-03
-1.37500E-06,-130.90428710E-03,-36.80277057E-03
-1.35000E-06,-50.50227791E-03,-15.09422809E-03
-1.32500E-06,-130.90428710E-03,-15.09422809E-03
-1.30000E-06,-110.80378479E-03,-15.09422809E-03
