x-axis,1,2
second,Volt,Volt
+32.8000E-06,,
+32.9000E-06,+2.5678391345E+00,+844.2210853E-03
+33.0000E-06,+2.5678391345E+00,+809.0452068E-03
+33.1000E-06,+3.0603014342E+00,+844.2210853E-03
+33.2000E-06,+2.8492461629E+00,+562.8140569E-03
+33.3000E-06,+3.3417084627E+00,+597.9899354E-03
+33.4000E-06,+3.3768843412E+00,+809.0452068E-03
+33.5000E-06,+3.6231154911E+00,+844.2210853E-03
+33.6000E-06,+3.6582913697E+00,+844.2210853E-03
+33.7000E-06,+3.9396983981E+00,+844.2210853E-03
+33.8000E-06,+4.1859295480E+00,+809.0452068E-03
+33.9000E-06,+4.5025124550E+00,+844.2210853E-03
+34.0000E-06,+4.5025124550E+00,+562.8140569E-03
+34.1000E-06,+4.5025124550E+00,+562.8140569E-03
+34.2000E-06,+4.7839194834E+00,+597.9899354E-03
+34.3000E-06,+4.7839194834E+00,+809.0452068E-03
+34.4000E-06,+5.0653265119E+00,+809.0452068E-03
+34.5000E-06,+5.3467335403E+00,+562.8140569E-03
+34.6000E-06,+5.3467335403E+00,+562.8140569E-03
+34.7000E-06,+5.6281405687E+00,+809.0452068E-03
+34.8000E-06,+5.6281405687E+00,+844.2210853E-03
+34.9000E-06,+5.6281405687E+00,+844.2210853E-03
+35.0000E-06,+5.9095475972E+00,+809.0452068E-03
+35.1000E-06,+6.1909546256E+00,+562.8140569E-03
+35.2000E-06,+6.4723616540E+00,+597.9899354E-03
+35.3000E-06,+6.4723616540E+00,+809.0452068E-03
+35.4000E-06,+6.4723616540E+00,+844.2210853E-03
+35.5000E-06,+6.7537686825E+00,+562.8140569E-03
+35.6000E-06,+6.7537686825E+00,+562.8140569E-03
+35.7000E-06,+7.0351757109E+00,+562.8140569E-03
+35.8000E-06,+7.2814068608E+00,+562.8140569E-03
+35.9000E-06,+7.3517586179E+00,+562.8140569E-03
+36.0000E-06,+7.6331656463E+00,+844.2210853E-03
+36.1000E-06,+7.5979897678E+00,+844.2210853E-03
+36.2000E-06,+7.8793967962E+00,+562.8140569E-03
+36.3000E-06,+7.8793967962E+00,+562.8140569E-03
+36.4000E-06,+8.1256279461E+00,+809.0452068E-03
+36.5000E-06,+8.1608038247E+00,+597.9899354E-03
+36.6000E-06,+8.6884420030E+00,+597.9899354E-03
+36.7000E-06,+8.4773867316E+00,+562.8140569E-03
+36.8000E-06,+8.7236178815E+00,+597.9899354E-03
+36.9000E-06,+8.7236178815E+00,+809.0452068E-03
+37.0000E-06,+9.0050249100E+00,+562.8140569E-03
